"Ключ формулы","Формула","Подгруппа материалов","Деловой партнер","""Действительно с"" - метка врем. объекта","Метка времени ""Действительно по""","Дата создания","Неактивна","Тип цены","ВалютаДокумента","Материал","client_id","client_name"
"Z900026503","( ( A - B ) * ( F * BEN + M * TOL ) )","","70440","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","437752","CL-10575","Клиент 575"
"Z900026505","EXW_02 * F + EXW_03 * M","","70440","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","429178","CL-10575","Клиент 575"
"Z900026519","( P * CUR_$ * M ) * X","","286901","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","1464690","CL-10337","Клиент 337"
"Z900026525","( STYRENE_CHINA + K1 ) * USD_RATE * TAX","","16661","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","210919","CL-10185","Клиент 185"
"Z900026529","( M ) * X","","286901","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","1464690","CL-10337","Клиент 337"
"Z900026530","( M ) * X","","286901","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","279456","CL-10337","Клиент 337"
"Z900026531","( M ) * X","","286901","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","241582","CL-10337","Клиент 337"
"Z900026532","( M ) * X","","286901","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","1046019","CL-10337","Клиент 337"
"Z900026534","( M ) * X","","144489","2026-02-01 00:00:00","2027-01-01 00:00:00","2026-01-30 00:00:00","","A1","RUB","1464690","CL-10116","Клиент 116"
"Z900026539","( M ) * X","","144489","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","1182303","CL-10116","Клиент 116"
"Z900026544","IF ( ( ( CPT_MOSCOW_110 - L ) / H ) * D < SPOT , ( ( CPT_MOSCOW_110 - L ) / H ) * D , SPOT )","","235418","2026-02-01 00:00:00","2027-12-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","1182578","CL-10253","Клиент 253"
"Z900026553","( M ) * X","","11703","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","1046019","CL-10035","Клиент 035"
"Z900026554","( M ) * X","","351007","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","241582","CL-10504","Клиент 504"
"Z900026555","( M ) * X","","351007","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","279456","CL-10504","Клиент 504"
"Z900026556","( M ) * X","","338237","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-30 00:00:00","","A1","RUB","1182293","CL-10477","Клиент 477"
"Z900026619","( ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T ) * KC ) + T1 ) * X )","","242203","2026-02-01 00:00:00","2027-12-31 00:00:00","2026-02-01 00:00:00","","A1","RUB","1182561","CL-10262","Клиент 262"
"Z900026634","( M ) * X","","338237","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-02 00:00:00","","A1","RUB","1464690","CL-10477","Клиент 477"
"Z900026662","( PASTE_GRADE + 75 ) * CUR_$_₱_M","","330436","2026-02-02 00:00:00","2026-12-31 00:00:00","2026-02-03 00:00:00","","A1","RUB","1409817","CL-10456","Клиент 456"
"Z900026671","( DEL + H ) * EXR * VAT","","212805","2026-06-01 00:00:00","2026-09-30 00:00:00","2026-02-03 00:00:00","","A1","RUB","991884","CL-10236","Клиент 236"
"Z900026676","X * D + B","","67444","2026-01-01 00:00:00","2027-12-31 00:00:00","2026-02-03 00:00:00","","1","RUB","1182577","CL-10570","Клиент 570"
"Z900026706","RND_X ( ( DOP * K + F ) * I * C + L , 2 ) * H","MT00050001","13929","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-03 00:00:00","","A1","RUB","","CL-10098","Клиент 098"
"Z900026708","( EXW_11 / ( CUR_$_₱_M / CUR_UAN_₱_M ) + A ) * CUR_$_₱_M * NDS","","346659","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-03 00:00:00","","A1","RUB","1177496","CL-10490","Клиент 490"
"Z900026711","IF ( ( CPT_MOSCOW_110 - L ) * D < SPOT , ( CPT_MOSCOW_110 - L ) * D , SPOT )","","231046","2026-03-01 00:00:00","2027-12-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","1182578","CL-10247","Клиент 247"
"Z900026714","S1 * D","MT0002006","296923","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","","CL-10373","Клиент 373"
"Z900026717","( ( NWE * EUR + ASIA * USD + USA * USD ) / 3 * 83 + D ) * 20 + T","","17224","2024-01-01 00:00:00","2031-12-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","843862","CL-10204","Клиент 204"
"Z900026719","Y / K * NDS","","276526","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","1568146","CL-10318","Клиент 318"
"Z900026721","Y / K * NDS","","276526","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","1568114","CL-10318","Клиент 318"
"Z900026726","B * C","","358993","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","1196307","CL-10521","Клиент 521"
"Z900026732","( DEL + W ) * EXR * VAT","","71831","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","991884","CL-10578","Клиент 578"
"Z900026738","( STYRENE_CHINA * USD_RATE + K1 * USD_RATE ) * TAX","","111720","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-04 00:00:00","","A1","RUB","210919","CL-10018","Клиент 018"
"Z900026754","( M ) * X","","338237","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-05 00:00:00","","2","RUB","241582","CL-10477","Клиент 477"
"Z900026765","SPOT - SPOT * A / B","","330458","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-05 00:00:00","","A1","RUB","1861594","CL-10457","Клиент 457"
"Z900026766","A / Y * NDS + K","","3269","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-05 00:00:00","","A1","RUB","1735218","CL-10444","Клиент 444"
"Z900026768","Y / K * NDS","","52912","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-05 00:00:00","","A1","RUB","1409817","CL-10543","Клиент 543"
"Z900026771","( ( SPOTCFREASIA_03 * 0_98 + 125 ) * 1_065 * CUR_$_₱_M + 9000 + 8400 ) * NDS","","233849","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-05 00:00:00","","A1","RUB","332941","CL-10250","Клиент 250"
"Z900026776","( K * DOTP + F ) * C + T + A","","353968","2026-02-01 00:00:00","2027-06-30 00:00:00","2026-02-05 00:00:00","","2","RUB","1568146","CL-10510","Клиент 510"
"Z900026782","SPOT - SPOT * A / B","","256646","2026-01-01 00:00:00","2027-12-31 00:00:00","2026-02-06 00:00:00","","A1","RUB","1861594","CL-10271","Клиент 271"
"Z900026788","C * K * IB * A + M","","33677","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-06 00:00:00","","1","RUB","953780","CL-10473","Клиент 473"
"Z900026789","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","16968","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-07 00:00:00","","A1","RUB","","CL-10196","Клиент 196"
"Z900026795","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","133602","2026-01-01 00:00:00","2027-01-31 00:00:00","2026-02-09 00:00:00","","A1","RUB","","CL-10084","Клиент 084"
"Z900026796","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","299812","2026-01-13 00:00:00","2026-12-31 00:00:00","2026-02-09 00:00:00","","A1","RUB","","CL-10392","Клиент 392"
"Z900026797","( ( ( SPOT_CFR_CMP_07 * ( I + CD1 ) + L1 + VC1 + FC1 + L2 + M ) * ( I + CD2 ) ) / ( I + CD2 ) - VC2 - FC1 - L3 - M ) * USD","MT00000107","66829","2026-02-09 00:00:00","2027-12-31 00:00:00","2026-02-09 00:00:00","","A1","RUB","","CL-10569","Клиент 569"
"Z900026798","SPOT * A","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-09 00:00:00","","A1","RUB","1184713","CL-10537","Клиент 537"
"Z900026800","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","6668","2026-01-13 00:00:00","2026-12-31 00:00:00","2026-02-09 00:00:00","","A1","RUB","","CL-10568","Клиент 568"
"Z900026802","( ( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) ) * NDS / NDS2","","66829","2026-01-15 00:00:00","2026-12-31 00:00:00","2026-02-09 00:00:00","","A1","RUB","226814","CL-10569","Клиент 569"
"Z900026812","ETP - ( ETP * G ) - ( ETP * D1 ) - ( ETP * F ) - E1","","238987","2025-12-01 00:00:00","2033-12-31 00:00:00","2026-02-10 00:00:00","","A1","RUB","1710734","CL-10259","Клиент 259"
"Z900026816","( STIROL + C ) * K * A","","274848","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-10 00:00:00","","A1","RUB","210919","CL-10313","Клиент 313"
"Z900026819","( STYRENE_CHINA + K1 ) * USD_RATE","","125491","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-10 00:00:00","","A1","RUB","210919","CL-10059","Клиент 059"
"Z900026830","( S1 * D )","","296923","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-11 00:00:00","","A1","RUB","1182577","CL-10373","Клиент 373"
"Z900026834","( ( ( ( ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + H ) - ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + H ) * K ) / ( T + L ) - M - N - O - Q ) * CUR_$_₱_M ) * S ) + Y","","132210","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-11 00:00:00","","A1","RUB","1905529","CL-10081","Клиент 081"
"Z900026835","SPOT * S","MT0002012","328009","2026-02-10 00:00:00","2026-12-31 00:00:00","2026-02-11 00:00:00","","A1","RUB","","CL-10447","Клиент 447"
"Z900026836","Y / K * NDS","","160974","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-11 00:00:00","","A1","RUB","1568146","CL-10164","Клиент 164"
"Z900026839","( ( ( A * Q * ( K + B ) + C + D + E + G + F ) * ( K + H ) / ( K + T ) / Q - ( D + E + O + G ) ) * CUR_$_₱_M * NDS ) - S","MT00000108","77019","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-12 00:00:00","","A1","RUB","","CL-10585","Клиент 585"
"Z900026854","( ( DEL_CHINA_E_04 / K1 + K2 ) * K$ ) * A","","16661","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-12 00:00:00","","A1","RUB","716979","CL-10185","Клиент 185"
"Z900026875","TEG + A + T","","69129","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-16 00:00:00","","A1","RUB","1182271","CL-10574","Клиент 574"
"Z900026880","( SPOT_CFR_CMP_03 + P ) * CUR_$_₱_M * A + T","","307176","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-02-16 00:00:00","","A1","RUB","991831","CL-10411","Клиент 411"
"Z900026881","( TEH * C * S ) * K + A","","11190","2026-02-01 00:00:00","2026-06-30 00:00:00","2026-02-16 00:00:00","","A1","RUB","1182660","CL-10019","Клиент 019"
"Z900026884","( ( CPT_MOSCOW_126 * 1_065 * CUR_$_₱_M ) + 18500 ) * NDS","","328012","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-17 00:00:00","","A1","RUB","1409817","CL-10448","Клиент 448"
"Z900026885","ETP * A","","238987","2026-01-22 00:00:00","2027-12-31 00:00:00","2026-02-17 00:00:00","","A1","RUB","1062971","CL-10259","Клиент 259"
"Z900026889","( ( ( A * ( K + B ) + C + D + E + G + F ) * ( K + H ) ) / ( K + T ) - ( D + O + G ) ) * CUR_$_₱_M * NDS","MT00003294","35856","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-17 00:00:00","","A1","RUB","","CL-10519","Клиент 519"
"Z900026890","( SPOT - SPOT * D / D1 ) / VAT","","32663","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-02-17 00:00:00","","1","RUB","407335","CL-10443","Клиент 443"
"Z900026892","ENIP_RUS_TRD + T","","310762","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-17 00:00:00","","1","RUB","1182642","CL-10417","Клиент 417"
"Z900026910","IF ( ( CPT_MOSCOW_110 - L ) * D < SPOT , ( CPT_MOSCOW_110 - L ) * D , SPOT )","","297437","2026-03-01 00:00:00","2027-12-31 00:00:00","2026-02-18 00:00:00","","A1","RUB","1182578","CL-10375","Клиент 375"
"Z900026920","( DEL * K * KP + L1 * USD ) * A2","","298729","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-02-18 00:00:00","","A1","RUB","1185197","CL-10386","Клиент 386"
"Z900026987","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","12832","2026-03-01 00:00:00","2027-03-31 00:00:00","2026-02-20 00:00:00","","A1","RUB","210919","CL-10073","Клиент 073"
"Z900026989","IF ( ( ( K - A ) * D ) < SPOT , ( ( K - A ) * D ) , SPOT )","","5542","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-20 00:00:00","","A1","RUB","1182568","CL-10549","Клиент 549"
"Z900026990","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","15523","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-02-20 00:00:00","","A1","RUB","210919","CL-10142","Клиент 142"
"Z900027034","F + ( F * A / B )","","273699","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-24 00:00:00","","A1","RUB","214209","CL-10309","Клиент 309"
"Z900027092","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","11603","2026-01-01 00:00:00","2028-12-31 00:00:00","2026-02-24 00:00:00","","A1","RUB","210919","CL-10030","Клиент 030"
"Z900027097","( CI_MOSCOW_16 - CI_MOSCOW_16 * 4 / 100 )","","328009","2026-02-10 00:00:00","2026-12-31 00:00:00","2026-02-24 00:00:00","","A1","RUB","1409817","CL-10447","Клиент 447"
"Z900027124","C","","11485","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","885093","CL-10025","Клиент 025"
"Z900027129","( DEL / 1_13 + 580 ) * USD * A","","288213","2026-01-12 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","685710","CL-10340","Клиент 340"
"Z900027191","( STYRENE_CHINA + K1 ) * USD_RATE * TAX * B","","111720","2026-02-13 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","210919","CL-10018","Клиент 018"
"Z900027202","A * H","","299364","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","1182271","CL-10390","Клиент 390"
"Z900027205","( K + A ) * S * H","","299364","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","991831","CL-10390","Клиент 390"
"Z900027206","( K + A ) * S * H","","299364","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","991831","CL-10390","Клиент 390"
"Z900027209","( K + A ) * S * H","","299364","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","991884","CL-10390","Клиент 390"
"Z900027210","( K + A ) * S * H","","299364","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","991884","CL-10390","Клиент 390"
"Z900027211","( ( W / A ) * K * B + F * USD ) * NDS","","11248","2026-02-01 00:00:00","2028-01-31 00:00:00","2026-02-25 00:00:00","","A1","RUB","1185197","CL-10020","Клиент 020"
"Z900027249","( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 + FREE ) * CUR_€ * VAT","","27206","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-26 00:00:00","","2","RUB","266973","CL-10303","Клиент 303"
"Z900027261","RND_X ( ( DOTP * DISCOUNT + F ) * IMPORT_TAXES * USD_RATE + L , 2 ) * NDS","MT00050001","161216","2026-03-03 00:00:00","2027-03-31 00:00:00","2026-02-26 00:00:00","","A1","RUB","","CL-10166","Клиент 166"
"Z900027263","SPOT - SPOT * A / B - I","","18210","2024-10-01 00:00:00","2026-12-31 00:00:00","2026-02-26 00:00:00","","A1","RUB","1861594","CL-10225","Клиент 225"
"Z900027265","( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS + C","MT00000117","12657","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-02-26 00:00:00","","A1","RUB","","CL-10065","Клиент 065"
"Z900027266","( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS + MP","","12657","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-02-26 00:00:00","","A1","RUB","1370836","CL-10065","Клиент 065"
"Z900027295","( DEL / K1 + K2 ) * USD * A","","16661","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-02-26 00:00:00","","A1","RUB","685710","CL-10185","Клиент 185"
"Z900027302","( ( ( A * Q * ( K + B ) + C + D + E + G + F ) * ( K + H ) / ( K + T ) / Q - ( D + E + O + G ) ) * CUR_$_₱_M * NDS )","MT00000108","132210","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-26 00:00:00","","A1","RUB","","CL-10081","Клиент 081"
"Z900027311","( ( ( A * Q * ( K + B ) + C + D + E + G + F ) * ( K + H ) / ( K + T ) / Q - ( D + E + O + G ) ) * CUR_$_₱_M * NDS )","MT00000108","103623","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-26 00:00:00","","A1","RUB","","CL-10004","Клиент 004"
"Z900027315","( ( ( BDE * A + C ) * CUR_€_₱_M ) * P + N ) * NDS","","15981","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-02-27 00:00:00","","A1","RUB","1182022","CL-10160","Клиент 160"
"Z900027339","( ( ( ( FOB_CMP_02 + L1 + K ) * CUR_$_₱_M ) * P ) * NDS - X )","","11767","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-02-27 00:00:00","","A1","RUB","1409812","CL-10038","Клиент 038"
"Z900027372","( SPOT - ( SPOT * ( D / P ) ) )","MT00003594","276028","2024-01-18 00:00:00","2028-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","","CL-10316","Клиент 316"
"Z900027373","( SPOT - ( SPOT * ( D / P ) ) )","MT00003594","313442","2024-02-01 00:00:00","2028-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","","CL-10420","Клиент 420"
"Z900027387","( SPOT - ( SPOT * ( D / P ) ) )","MT00003594","313442","2024-02-01 00:00:00","2028-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","","CL-10420","Клиент 420"
"Z900027403","IF ( ( CPT_MOSCOW_110 - L ) * D < SPOT , ( CPT_MOSCOW_110 - L ) * D , SPOT )","","296820","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-02 00:00:00","","A1","RUB","1182578","CL-10370","Клиент 370"
"Z900027404","IF ( ( CPT_MOSCOW_110 - L ) * D < SPOT , ( CPT_MOSCOW_110 - L ) * D , SPOT )","","296820","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-03-02 00:00:00","","A1","RUB","1182577","CL-10370","Клиент 370"
"Z900027407","( ( ( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) ) * NDS / NDS2 ) + M","","66829","2026-01-15 00:00:00","2026-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","226834","CL-10569","Клиент 569"
"Z900027424","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","228449","2026-01-13 00:00:00","2026-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","","CL-10241","Клиент 241"
"Z900027429","( MAN + D ) * K * H","","261614","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","1129532","CL-10275","Клиент 275"
"Z900027430","S * H","","261614","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","1129532","CL-10275","Клиент 275"
"Z900027484","SPOT * A","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-02 00:00:00","","A1","RUB","1350176","CL-10537","Клиент 537"
"Z900027500","( ( ( ( ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) - ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) * ( K / Z ) ) / ( T + L ) - M - N - O - Q ) * CUR_$_₱_M ) * S ) + Y - G","","77019","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-03-03 00:00:00","","A1","RUB","1905529","CL-10585","Клиент 585"
"Z900027503","SPOT - S","","77019","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-03-03 00:00:00","","A1","RUB","1905529","CL-10585","Клиент 585"
"Z900027517","( CFR_CHINA_06 + P + L ) * CUR_$_₱_M * NDS * ( I + P2 )","","111617","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-03-03 00:00:00","","A1","RUB","1861594","CL-10017","Клиент 017"
"Z900027539","( K64_67 - K64_67 * A / B ) / NDS","","328958","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-03-03 00:00:00","","A1","RUB","1409817","CL-10452","Клиент 452"
"Z900027559","IF ( ( ( DEG + H ) * USD * A ) < SPOT , ( ( DEG + H ) * USD * A ) , SPOT )","","268244","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-03 00:00:00","","A1","RUB","991884","CL-10292","Клиент 292"
"Z900027571","IF ( ( ( ( ( ( CPT_MOSCOW_109 - X ) + A ) + L ) * K ) < ( SP + L ) * K ) , ( ( ( ( CPT_MOSCOW_109 - X ) + A ) + L ) * K ) , ( SP + L ) * K ) - B","","276526","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-03 00:00:00","","A1","RUB","1182577","CL-10318","Клиент 318"
"Z900027577","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS - WERTY","MT00000108","12570","2026-01-01 00:00:00","2027-01-31 00:00:00","2026-03-04 00:00:00","","A1","RUB","","CL-10060","Клиент 060"
"Z900027638","IF ( ( K1 - C ) + ( K1 - C ) < SPOT , ( K1 - C ) + ( K1 - C ) , SPOT )","","15204","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-03-04 00:00:00","","2","RUB","1182567","CL-10135","Клиент 135"
"Z900027670","( ( K * DOTP_CHINA + L ) * I * USD_RATE + F + D ) * A","MT00050001","38017","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-05 00:00:00","","2","RUB","","CL-10527","Клиент 527"
"Z900027682","( Q + F - L ) * CUR_$","","162206","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-03-05 00:00:00","","A1","RUB","430604","CL-10170","Клиент 170"
"Z900027690","F + ( F * A / B )","","304146","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-03-05 00:00:00","","A1","RUB","214209","CL-10402","Клиент 402"
"Z900027699","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","15664","2026-01-01 00:00:00","2027-01-31 00:00:00","2026-03-06 00:00:00","","A1","RUB","","CL-10145","Клиент 145"
"Z900027700","Y / K * NDS","","160974","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-06 00:00:00","","A1","RUB","1409817","CL-10164","Клиент 164"
"Z900027702","( MEG + H ) * E * Q + T","","318037","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-03-06 00:00:00","","A1","RUB","991831","CL-10431","Клиент 431"
"Z900027709","RND_X ( ( SPOT_FOB_CHINA_01 * D + F ) * AG * CD * CUR_$ + T + Z , 2 ) * D1 * VAT","","16433","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-03-06 00:00:00","","2","RUB","407335","CL-10176","Клиент 176"
"Z900027720","RND_X ( RND_X ( ( SPOT_FOB_CHINA_01 + F ) * CD * CUR_$ + T , 2 ) * X + ( ( P / O + 40000 ) * Y ) + T1 , 2 ) * VAT + I","","99453","2022-09-01 00:00:00","2026-12-01 00:00:00","2026-03-06 00:00:00","","A1","RUB","1602311","CL-10619","Клиент 619"
"Z900027726","( ( DEL_CHINA_E_04 / K1 + K2 ) * K$ ) * A","","12832","2026-03-01 00:00:00","2027-03-31 00:00:00","2026-03-10 00:00:00","","A1","RUB","716979","CL-10073","Клиент 073"
"Z900027728","( DEG + H ) * E * F","","296513","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-03-10 00:00:00","","A1","RUB","991884","CL-10357","Клиент 357"
"Z900027730","( ( ( DEL * CNY ) * KP + L * USD ) * NDC )","","341942","2025-09-30 00:00:00","2026-09-30 00:00:00","2026-03-10 00:00:00","","A1","RUB","1185197","CL-10484","Клиент 484"
